transaction_id,wallet_id,transaction_amount,transaction_fee,block_confirmation_time,input_count,output_count,wallet_age_days,total_wallet_transactions,avg_wallet_transaction_value,cross_border_flag,mixing_service_used,darknet_association_score,transaction_velocity_24h,unusual_pattern_score,risk_label
TX7469,W57761,49.080551,0.009395,401,4,7,3249,8534,7.824635,0,0,0.593,38,0.157,0
TX7470,W41169,41.554389,0.009915,341,8,14,1351,3350,8.395586,0,0,0.063,137,0.687,0
TX7471,W55641,45.586974,0.005314,284,16,6,1999,3802,16.219133,0,0,0.673,164,0.708,1
TX7472,W32990,12.71775,0.002952,563,15,8,2591,6771,11.447222,1,0,0.292,22,0.986,0
TX7473,W39661,38.626549,0.007929,552,14,15,1884,8477,6.79079,0,0,0.959,19,0.379,0
TX7474,W23419,13.274396,0.001677,202,19,17,937,9156,1.436844,0,0,0.781,33,0.726,1
TX7475,W24457,10.437918,0.002595,558,11,5,3016,7391,19.598503,0,0,0.073,3,0.497,0
TX7476,W77600,47.213364,0.00787,483,13,12,199,9814,22.206764,0,0,0.954,159,0.162,0
TX7477,W86102,0.966202,0.004393,584,8,13,2468,1725,5.156923,0,1,0.227,108,0.912,0
TX7478,W43085,48.26947,0.002095,74,9,3,1098,8569,1.594494,0,0,0.798,169,0.06,0
TX7479,W60654,7.463946,0.006546,509,2,19,3495,53,2.974451,0,0,0.643,145,0.042,0
TX7480,W16130,40.972085,0.007354,114,2,15,111,328,10.36234,0,0,0.536,51,0.265,0
TX7481,W12042,13.796852,0.001338,386,8,18,3966,639,7.490713,0,0,0.933,128,1.0,0
TX7482,W80134,17.535766,0.002842,401,18,7,2142,7286,1.845711,0,0,0.606,86,0.021,0
TX7483,W52982,10.838669,0.002291,413,7,14,2925,5700,11.37717,0,0,0.859,107,0.423,1
TX7484,W75185,29.276117,0.003861,355,11,19,2408,7658,5.105933,0,0,0.828,131,0.519,0
TX7485,W43477,17.405429,0.007658,538,1,11,3241,4602,1.683045,0,0,0.672,173,0.315,1
TX7486,W62709,32.869995,0.007166,505,16,7,297,4964,16.451624,0,0,0.49,158,0.706,0
TX7487,W38716,0.78335,0.006659,425,16,11,2309,5064,14.316932,0,0,0.098,65,0.373,0
TX7488,W88137,3.21968,0.000162,561,10,8,2773,8751,20.661683,1,0,0.154,177,0.661,0
TX7489,W46018,4.983958,0.001507,115,17,10,3846,4036,7.564015,0,1,0.533,79,0.344,0
TX7490,W18061,20.950265,0.002311,213,10,11,318,9101,3.404209,0,0,0.332,104,0.15,0
TX7491,W18609,40.739994,0.002792,443,6,1,272,6798,9.010417,0,0,0.208,148,0.562,0
TX7492,W45371,44.409007,0.00155,182,14,10,2256,8201,19.469889,1,0,0.967,119,0.553,0
TX7493,W93021,12.241292,0.004162,429,15,7,1368,5532,6.051066,0,0,0.859,148,0.263,0
TX7494,W30805,28.718912,0.000844,332,4,3,2926,2572,6.382471,0,0,0.43,193,0.361,0
TX7495,W17857,38.418481,0.007525,15,2,19,2451,5724,3.698141,0,0,0.871,51,0.435,0
TX7496,W21620,14.442183,0.007898,256,19,4,3155,277,24.662994,0,0,0.059,35,0.562,0
TX7497,W18177,20.450978,0.005785,239,13,6,3312,6583,24.183073,0,0,0.099,70,0.642,0
TX7498,W40111,26.199186,0.000988,258,12,1,1659,9254,16.454723,0,0,0.948,142,0.124,0
TX7499,W98578,6.744607,0.008912,570,13,4,1701,6964,5.378304,0,0,0.689,100,0.145,0
TX7500,W94181,1.300089,0.00966,482,15,7,1600,1818,19.166243,0,0,0.764,72,0.366,1
TX7501,W99941,7.641138,0.002103,133,2,11,443,5910,14.602496,1,0,0.833,128,0.416,0
TX7502,W21826,31.343054,0.007076,536,8,6,609,435,18.741658,0,0,0.053,15,0.332,0
TX7503,W23890,3.681839,0.008435,104,3,5,1093,1268,21.511655,0,0,0.718,137,0.647,1
TX7504,W92428,9.485629,0.005444,294,1,12,3785,9032,7.968674,0,0,0.357,38,0.964,0
TX7505,W68031,16.893356,0.003301,573,11,2,2517,7717,22.843332,0,0,0.818,10,0.605,0
TX7506,W85020,3.894425,0.004838,230,9,18,3719,6888,22.464973,1,1,0.388,29,0.174,0
TX7507,W15495,9.585772,0.005171,129,17,9,2858,9558,13.682791,1,0,0.768,167,0.328,0
TX7508,W38481,45.563578,0.004066,442,7,14,1945,6989,17.117443,0,0,0.901,160,0.545,0
TX7509,W21267,0.965937,0.009305,568,4,12,2872,6053,10.281787,0,0,0.339,134,0.313,0
TX7510,W16743,32.671943,0.007464,351,13,9,943,4110,16.381017,0,0,0.469,133,0.462,0
TX7511,W64800,19.221062,0.002489,187,5,1,1365,7151,13.728472,0,0,0.537,123,0.579,0
TX7512,W58773,33.632764,0.005897,355,12,7,2924,1159,8.077269,1,0,0.688,177,0.706,0
TX7513,W67042,29.434997,0.006918,519,5,7,2509,9916,8.077736,0,0,0.844,179,0.235,0
TX7514,W59476,11.175714,0.001488,382,11,10,1458,5499,16.295135,0,0,0.21,199,0.47,0
TX7515,W38552,42.360627,0.003648,469,2,2,1365,567,23.916134,0,0,0.946,176,0.408,0
TX7516,W75242,24.597527,0.009065,344,4,4,3530,4898,5.046692,0,0,0.786,123,0.096,0
TX7517,W55772,41.126978,0.005715,145,10,8,3544,127,9.819491,0,0,0.14,20,0.602,0
TX7518,W53730,20.301221,0.002248,115,7,14,2139,9987,20.144673,0,0,0.336,67,0.779,0
TX7519,W38948,49.234293,0.001316,265,12,13,289,5115,3.084057,0,0,0.251,110,0.85,0
TX7520,W86311,38.524697,0.00523,192,8,16,2842,6056,24.854228,0,0,0.159,90,0.073,0
TX7521,W79093,48.297544,0.005522,375,16,7,2020,1868,16.956683,0,0,0.645,34,0.565,0
TX7522,W79123,25.71681,0.003411,362,2,10,3345,3684,22.770904,0,0,0.066,123,0.987,1
TX7523,W26535,23.685083,0.006341,277,3,11,3605,3231,20.952958,0,0,0.599,128,0.755,0
TX7524,W76490,37.772935,0.00078,453,17,11,3053,1559,19.430602,1,0,0.828,143,0.59,1
TX7525,W56562,44.014683,0.001537,421,15,6,3586,9416,0.832197,0,0,0.362,30,0.03,0
TX7526,W99080,48.207326,0.005508,392,18,12,591,739,10.168338,0,0,0.49,58,0.063,0
TX7527,W68535,16.228271,0.000712,342,10,10,2604,79,5.054541,0,0,0.144,17,0.053,0
TX7528,W51269,39.93543,0.008821,315,2,9,1730,9973,21.78462,0,0,0.72,36,0.794,1
TX7529,W90674,10.533069,0.001507,333,17,6,2631,3164,17.010354,1,0,0.909,120,0.543,0
TX7530,W52462,27.279172,0.006772,51,16,9,548,2188,2.685762,0,0,0.733,137,0.306,1
TX7531,W13127,8.993228,0.003973,153,7,3,558,9217,8.996348,0,0,0.123,48,0.875,0
TX7532,W33147,17.370521,0.004058,354,19,7,2994,267,1.742011,1,0,0.345,22,0.812,0
TX7533,W55528,46.567987,0.007672,327,16,3,3819,7219,18.502516,1,0,0.173,18,0.778,1
TX7534,W87095,7.305389,0.005045,124,1,8,224,8421,10.463766,0,0,0.589,112,0.774,0
TX7535,W78931,31.620412,0.007284,402,4,8,3651,1393,5.866938,0,1,0.723,41,0.191,0
TX7536,W76381,29.648121,0.005101,201,13,13,2819,2605,12.947088,0,0,0.975,134,0.876,1
TX7537,W73749,6.037797,0.00597,417,10,2,1522,5219,1.06069,1,0,0.503,165,0.197,0
TX7538,W48672,16.299626,0.007631,443,11,14,1655,597,6.439792,0,0,0.637,40,0.863,0
TX7539,W23731,28.149512,0.006112,41,19,5,1953,9027,4.390852,0,0,0.107,189,0.892,0
TX7540,W64512,9.359743,0.006195,191,15,13,3629,8921,23.266785,0,0,0.155,42,0.712,0
TX7541,W61024,40.031382,0.007913,424,11,13,1049,7977,9.433914,0,0,0.232,107,0.709,0
TX7542,W13832,48.607853,0.009496,464,3,19,677,1922,14.615979,0,0,0.054,197,0.261,0
TX7543,W42332,10.738755,0.003829,114,2,3,2212,2625,12.578519,0,0,0.408,10,0.313,0
TX7544,W22467,9.346411,0.005813,191,11,14,2339,9109,16.48353,0,0,0.951,175,0.573,0
TX7545,W51025,22.747299,0.000954,475,10,4,3859,8847,6.98511,0,0,0.653,129,0.572,0
TX7546,W23107,37.388516,0.003652,82,3,10,2093,1975,3.028282,0,0,0.436,91,0.34,0
TX7547,W87994,14.080749,0.004179,378,5,6,368,7510,2.045476,0,0,0.494,76,0.897,0
TX7548,W53481,0.994976,0.008369,334,15,6,1235,3092,4.84299,0,0,0.147,107,0.131,0
TX7549,W12581,27.06149,0.005183,129,4,2,737,8525,12.075911,0,0,0.097,23,0.39,0
TX7550,W85118,47.830072,0.007338,320,17,2,146,8487,5.908324,1,0,0.259,76,0.259,0
TX7551,W61638,19.564451,0.000288,324,1,19,923,3743,10.855712,0,0,0.306,154,0.929,0
TX7552,W18418,21.007308,0.004698,479,1,3,2398,9931,0.742271,0,0,0.123,142,0.143,0
TX7553,W39113,48.445117,0.009023,493,12,4,799,2611,15.692502,0,0,0.691,102,0.471,0
TX7554,W94363,34.730686,0.002321,518,10,4,2883,5816,21.955258,0,0,0.923,1,0.042,0
TX7555,W73044,35.958877,0.000412,338,9,11,3478,8033,1.199273,0,0,0.174,137,0.778,0
TX7556,W89955,28.135538,0.004391,75,9,3,2996,3869,5.458814,0,0,0.838,178,0.661,0
TX7557,W71030,48.730486,0.007074,469,14,17,1034,250,7.951083,0,0,0.298,119,0.843,0
TX7558,W21814,34.443635,0.004599,380,19,9,3957,7893,7.188142,0,0,0.607,72,0.293,0
TX7559,W20024,44.751743,0.004654,12,10,14,2568,301,1.019225,0,0,0.089,75,0.553,1
TX7560,W73288,34.969244,0.006731,168,3,2,1058,5126,2.673396,0,0,0.239,188,0.958,0
TX7561,W67836,36.756056,0.002618,299,17,14,2282,4318,22.81242,0,0,0.158,17,0.253,0
TX7562,W17435,14.521256,0.007544,362,3,3,3253,6457,17.786931,0,0,0.161,116,0.904,0
TX7563,W77084,15.174631,0.001616,85,12,2,1938,4444,23.961367,0,0,0.933,108,0.948,0
TX7564,W80601,39.149449,0.004018,279,15,1,524,8883,11.017148,0,0,0.364,194,0.378,1
TX7565,W98416,14.836018,0.006594,544,5,4,2798,6235,21.977038,0,0,0.196,19,0.332,0
TX7566,W13407,28.138941,0.008301,51,15,10,1728,8103,20.415315,0,0,0.171,34,0.283,1
TX7567,W42940,12.468366,0.007936,396,16,15,3001,3919,21.874777,0,0,0.673,93,0.843,0
TX7568,W15666,40.849352,0.007245,571,9,12,1888,1195,0.988462,1,0,0.718,66,0.684,0
TX7569,W47122,5.525957,0.003655,83,8,6,386,294,16.316366,0,0,0.98,14,0.209,1
TX7570,W35092,41.472503,0.001311,517,11,3,2321,2240,14.170057,0,0,0.626,145,0.855,0
TX7571,W85645,30.136887,0.002247,27,9,3,844,2854,13.634942,0,0,0.459,59,0.191,0
TX7572,W36505,9.34629,0.008662,232,16,19,2375,8223,12.614555,0,1,0.224,9,0.49,0
TX7573,W46713,27.102227,0.008588,442,14,4,2383,4878,19.901454,0,0,0.039,42,0.114,1
TX7574,W64387,14.125659,0.00952,302,15,19,514,5624,24.201743,0,1,0.881,103,0.648,0
TX7575,W53169,16.174043,0.000852,264,14,14,27,8191,20.724682,0,0,0.789,71,0.66,0
TX7576,W83282,17.577051,0.005414,14,10,4,1946,5218,21.76118,0,0,0.796,41,0.362,0
TX7577,W87511,3.166899,0.006522,162,13,8,665,4148,12.102729,0,0,0.322,116,0.104,0
TX7578,W61742,49.298098,0.007136,162,1,19,2188,7511,17.268326,0,0,0.358,27,0.546,0
TX7579,W50522,1.5777,0.006474,324,9,19,3985,2858,10.394953,0,0,0.784,56,0.921,0
TX7580,W91132,33.125181,0.007723,206,17,1,1729,4446,9.013551,0,0,0.688,140,0.791,0
TX7581,W13880,18.562011,0.003659,125,17,15,2143,5138,22.383082,0,0,0.65,18,0.574,0
TX7582,W53454,32.300869,0.001876,143,10,11,2216,6374,22.631229,0,0,0.555,109,0.075,1
TX7583,W65711,17.813056,0.002125,571,13,9,1541,8906,17.058683,0,0,0.368,38,0.656,0
TX7584,W53539,33.687859,0.000219,343,18,3,1756,7724,20.947676,0,0,0.741,180,0.344,0
TX7585,W78321,36.462046,0.003568,264,13,18,28,610,9.01549,0,1,0.361,112,0.738,0
TX7586,W97985,34.527941,0.001008,437,13,19,3833,1505,10.849678,0,0,0.735,78,0.041,0
TX7587,W24799,5.698985,0.003283,48,10,16,2632,5532,20.527197,0,0,0.19,186,0.482,1
TX7588,W70102,32.845005,0.006319,163,7,16,3062,6532,9.957277,0,1,0.59,36,0.356,1
TX7589,W60726,14.000097,0.008955,359,7,3,308,8847,1.008791,0,0,0.357,10,0.014,0
TX7590,W58784,1.44104,0.008412,102,9,18,3470,6146,8.838926,1,0,0.829,96,0.47,0
TX7591,W53333,20.742119,0.002601,542,16,13,134,2940,9.961775,0,0,0.519,143,0.152,0
TX7592,W50828,21.677722,0.001427,243,15,8,2834,151,3.874359,1,0,0.624,128,0.022,0
TX7593,W79526,23.359239,0.002011,479,3,7,3365,8945,8.609666,0,1,0.083,149,0.615,0
TX7594,W64362,35.241503,0.009713,528,13,19,1994,7586,23.361206,1,0,0.495,185,0.987,0
TX7595,W63997,15.442882,0.00554,561,11,12,704,5773,21.464742,0,0,0.781,175,0.677,0
TX7596,W60341,15.76471,0.001907,396,8,18,2543,1192,11.15364,0,0,0.86,46,0.882,0
TX7597,W29073,3.028552,0.008423,13,6,15,355,7178,17.75014,1,1,0.721,53,0.126,0
TX7598,W24549,34.341374,0.004012,517,10,12,547,4996,3.804731,1,0,0.419,146,0.296,0
TX7599,W93795,28.391737,0.009002,393,17,6,2686,3410,18.816246,0,1,0.257,118,0.768,0
TX7600,W66920,17.471906,0.002681,214,9,17,1041,1891,11.899861,1,0,0.389,63,0.179,0
TX7601,W95326,35.259744,0.003993,58,14,4,110,111,18.06698,0,0,0.562,65,0.596,0
TX7602,W85515,26.86835,0.005099,156,13,12,1499,6324,16.104141,0,1,0.006,15,0.472,0
TX7603,W30316,23.462778,0.008937,414,1,17,3672,977,5.826788,0,0,0.912,166,0.603,0
TX7604,W36183,25.566716,0.008701,14,19,5,2058,9627,20.868942,0,0,0.344,148,0.966,0
TX7605,W34624,31.81777,0.005786,556,9,6,563,7944,14.308694,0,0,0.797,44,0.766,0
TX7606,W72515,33.00047,0.002296,560,17,15,3184,4277,19.607093,0,0,0.534,192,0.989,0
TX7607,W95781,14.448602,0.004093,272,15,8,2897,2134,2.358719,0,0,0.662,22,0.122,1
TX7608,W56705,7.038027,0.009759,455,5,16,1588,1707,15.387605,0,0,0.759,125,0.464,0
TX7609,W99326,7.832552,0.006117,598,4,13,2797,1630,7.304182,1,0,0.288,169,0.247,0
TX7610,W36756,31.969905,0.007833,201,4,15,3392,5043,21.523775,0,0,0.606,9,0.666,0
TX7611,W70390,43.643791,0.004554,402,15,13,3361,7231,23.738154,0,0,0.752,83,0.014,1
TX7612,W78369,20.475404,0.005367,56,5,15,2657,7748,1.405133,0,0,0.771,11,0.893,0
TX7613,W80821,8.476838,0.004347,473,17,2,3857,3725,18.10983,0,0,0.416,94,0.601,0
TX7614,W19589,37.830368,0.007059,372,7,18,466,5766,2.583416,0,0,0.729,40,0.671,0
TX7615,W24116,41.624641,0.00853,378,6,7,1404,4265,21.439109,1,0,0.302,118,0.794,0
TX7616,W83181,44.029242,0.005123,63,15,9,177,4413,3.121863,0,0,0.124,55,0.746,0
TX7617,W54786,30.341965,0.004861,298,14,7,1388,2452,4.883222,1,0,0.113,133,0.687,0
TX7618,W86425,43.036567,0.003469,114,10,9,1766,213,6.297988,0,0,0.506,36,0.948,0
TX7619,W40286,0.771733,0.001853,546,6,12,3199,634,18.198539,0,1,0.383,107,0.237,0
TX7620,W25994,5.362683,0.009399,111,10,10,1287,6018,7.320436,0,0,0.232,153,0.095,0
TX7621,W36639,4.629711,0.003229,301,9,10,986,7914,14.906161,0,1,0.391,191,0.631,0
TX7622,W27205,35.630522,0.008027,99,13,13,2928,9577,14.302847,0,0,0.412,1,0.064,0
TX7623,W66677,3.48002,0.007182,476,14,5,961,8864,10.062518,0,0,0.554,0,0.554,0
TX7624,W42930,24.818722,0.00793,83,1,8,895,2171,13.491844,0,0,0.058,86,0.699,0
TX7625,W83313,23.635872,0.009374,254,1,10,3518,1046,2.963613,0,0,0.908,2,0.674,0
TX7626,W28316,15.535865,0.006271,343,19,6,1483,3290,21.905595,0,0,0.372,2,0.338,0
TX7627,W37304,43.520388,0.00899,61,9,11,2314,2601,5.184845,0,0,0.615,156,0.678,0
TX7628,W97876,8.52249,0.00176,151,5,4,1311,877,22.006863,0,0,0.306,21,0.335,0
TX7629,W95366,17.623787,0.006304,21,17,2,25,394,12.973249,0,0,0.762,13,0.806,1
TX7630,W23403,38.708801,0.007746,372,16,6,1209,6701,15.352259,0,1,0.459,56,0.872,0
TX7631,W90052,1.522085,0.002789,193,12,13,3137,2572,6.439853,0,0,0.322,190,0.666,1
TX7632,W94627,33.647847,0.007433,252,5,12,427,1769,5.566013,1,0,0.964,75,0.627,0
TX7633,W83495,40.82007,0.007807,154,6,14,1528,233,12.272667,1,0,0.865,172,0.288,0
TX7634,W41932,46.61346,0.008329,217,11,8,1155,3570,6.691311,0,1,0.18,159,0.465,1
TX7635,W46701,43.814956,0.003198,221,19,3,2871,5906,10.584244,0,0,0.701,131,0.23,0
TX7636,W13385,15.969886,0.006848,10,6,5,1328,832,11.011096,0,0,0.754,5,0.704,0
TX7637,W67241,29.318621,0.003112,591,10,7,1857,8279,6.780224,1,0,0.035,120,0.65,0
TX7638,W20367,3.865597,0.007416,399,15,18,2503,7041,7.300332,0,1,0.961,100,0.109,0
TX7639,W75030,12.894242,0.004683,308,18,6,2795,6837,24.323006,0,0,0.233,37,0.898,0
TX7640,W56505,4.712025,0.006016,562,7,18,3185,5349,14.690507,0,0,0.908,149,0.988,0
TX7641,W43332,15.760049,0.004217,415,3,8,1907,7762,20.798547,0,0,0.654,38,0.142,1
TX7642,W95178,43.759485,0.001704,407,16,7,2620,9427,1.1531,0,0,0.512,116,0.276,0
TX7643,W86325,17.358995,0.001862,384,13,2,2574,8685,0.058096,0,0,0.786,19,0.821,0
TX7644,W45268,28.095343,0.000868,456,17,4,87,5660,12.982369,0,0,0.675,7,0.395,0
TX7645,W96486,21.669609,0.006219,233,4,9,3568,8214,20.671865,1,0,0.74,26,0.058,0
TX7646,W35563,22.946367,0.008502,509,19,16,1873,3878,15.276862,0,0,0.858,151,0.912,0
TX7647,W46404,48.478633,0.000306,599,4,19,3086,3383,15.474554,0,0,0.471,90,0.525,0
TX7648,W65182,14.808427,0.000756,149,12,10,393,345,3.492567,0,0,0.426,83,0.031,0
TX7649,W42991,31.366596,0.004629,54,4,8,3925,6000,24.464401,1,0,0.9,105,0.435,0
TX7650,W57663,21.003713,0.007403,428,17,16,2733,1161,13.247219,0,0,0.798,83,0.834,0
TX7651,W75886,3.058248,0.001661,104,18,8,2562,484,2.57402,0,1,0.019,64,0.394,1
TX7652,W93848,24.467052,0.002789,347,6,4,756,4018,10.36079,1,0,0.654,106,0.13,0
TX7653,W34127,40.667353,0.002397,530,19,13,2208,1829,1.80856,0,0,0.904,75,0.041,1
TX7654,W67692,4.93855,0.004051,17,5,10,3848,6721,10.459325,0,1,0.684,137,0.779,0
TX7655,W47500,3.480523,0.002327,176,2,9,3364,316,17.791929,1,1,0.553,60,0.51,0
TX7656,W43785,7.682422,0.003591,493,11,12,218,4863,8.094919,0,1,0.176,80,0.32,0
TX7657,W94146,38.220241,0.007313,363,13,15,1445,2330,7.834426,0,0,0.951,197,0.826,0
TX7658,W99126,36.200045,0.006149,110,5,1,783,9806,12.863337,0,0,0.626,126,0.113,0
TX7659,W57997,28.251323,0.000904,193,8,12,546,4471,12.467164,0,1,0.101,141,0.164,0
TX7660,W17170,23.411852,0.006414,533,11,14,1685,2101,11.683896,1,0,0.928,61,0.389,1
TX7661,W23303,44.416402,0.004823,54,4,2,2007,809,12.92594,0,0,0.517,89,0.039,0
TX7662,W81743,38.335124,0.009352,253,18,3,1545,4612,1.208499,0,1,0.157,70,0.854,0
TX7663,W87852,40.597301,0.002964,414,15,6,2088,8706,11.861925,0,0,0.227,139,0.458,1
TX7664,W45187,40.663302,0.007289,395,5,19,3838,2339,24.800349,0,1,0.968,71,0.594,0
TX7665,W75034,32.136215,0.007336,383,12,13,2074,8187,19.110746,0,0,0.437,140,0.046,0
TX7666,W81776,22.901273,0.002293,231,4,8,491,5025,7.196354,0,0,0.42,87,0.866,0
TX7667,W11893,43.234023,0.009042,595,4,4,3990,4581,16.946072,0,0,0.486,183,0.97,0
TX7668,W23753,46.300445,0.004963,217,9,19,3469,1897,8.254265,0,0,0.701,158,0.888,0
TX7669,W48090,1.191278,0.006821,533,9,7,1049,7602,4.795938,0,0,0.365,195,0.684,0
TX7670,W74922,2.578692,0.001544,350,14,7,199,2701,19.341058,1,1,0.421,13,0.792,0
TX7671,W86768,47.937206,0.002652,423,8,1,371,7283,5.247563,0,0,0.746,103,0.849,0
TX7672,W69412,13.858754,0.005902,88,1,19,91,1139,21.467063,0,1,0.461,127,0.217,0
TX7673,W66030,43.668599,0.003258,201,11,17,399,124,9.516436,0,0,0.714,66,0.143,0
TX7674,W27509,19.440367,0.005047,534,4,8,460,1627,18.923517,0,1,0.962,164,0.204,0
TX7675,W78653,5.955884,0.003803,225,17,15,2605,1585,6.497317,1,0,0.963,192,0.888,0
TX7676,W46929,4.02308,0.006441,180,17,19,2273,3459,16.321853,0,0,0.447,92,0.337,0
TX7677,W58291,7.826238,0.004923,588,19,7,2837,4369,5.321169,0,0,0.234,11,0.153,1
TX7678,W14042,12.49541,0.000146,326,13,13,2137,4761,0.555644,0,0,0.251,196,1.0,0
TX7679,W72574,24.426429,0.006532,539,19,1,3368,1406,20.366958,1,0,0.819,12,0.168,0
TX7680,W47201,35.075194,0.004279,398,17,7,3247,1245,21.405506,0,1,0.08,134,0.116,0
TX7681,W24016,49.319942,0.003483,575,12,5,1366,5893,22.015549,0,1,0.04,185,0.834,0
TX7682,W35022,22.075896,0.001032,328,14,18,573,199,0.917075,1,0,0.681,54,0.845,1
TX7683,W37938,25.909729,0.002282,89,9,8,1294,2131,19.025436,0,0,0.91,85,0.55,1
TX7684,W53678,26.091263,0.002315,431,12,15,2760,5623,20.898402,0,0,0.231,105,0.275,0
TX7685,W71720,26.972178,0.00936,272,17,18,2392,1331,7.799336,1,0,0.055,177,0.308,0
TX7686,W66805,25.887515,0.004382,116,16,6,1859,3345,11.766578,0,0,0.895,119,0.304,0
TX7687,W84323,0.439729,0.000516,402,12,5,3660,5758,10.2038,0,0,0.354,36,0.866,0
TX7688,W11986,0.087239,0.001474,56,10,11,1199,9175,11.008157,1,0,0.55,43,0.017,0
TX7689,W86478,4.884218,0.000882,88,2,8,470,3133,21.169138,0,0,0.836,10,0.71,0
TX7690,W92994,5.078729,0.00593,429,3,9,912,4443,10.45254,0,0,0.25,8,0.955,0
TX7691,W22161,35.245141,0.001948,25,5,13,839,6175,7.566071,1,0,0.601,119,0.752,0
TX7692,W30689,10.246597,0.005036,60,16,3,2834,3599,3.268276,0,0,0.992,10,0.491,0
TX7693,W70924,44.735811,0.003764,295,13,3,1965,1345,16.874235,0,0,0.741,43,0.082,0
TX7694,W84308,46.430388,0.008058,377,18,7,1019,4841,2.114256,1,0,0.397,122,0.031,0
TX7695,W73745,48.794691,0.003273,12,2,3,3095,4929,1.538945,0,0,0.768,198,0.208,0
TX7696,W11211,46.954126,0.004637,128,1,11,2586,5920,17.042666,1,0,0.022,159,0.612,0
TX7697,W10229,13.595144,0.007241,105,9,14,2278,3312,17.360281,0,0,0.215,20,0.454,0
TX7698,W58542,25.489332,0.00439,97,18,10,1730,5270,4.98501,0,0,0.745,198,0.602,0
TX7699,W24345,8.773573,0.007953,389,5,9,2178,429,23.930044,0,0,0.262,92,0.086,0
TX7700,W41819,40.310677,0.006651,84,3,12,1174,2299,19.697472,1,0,0.126,87,0.828,0
TX7701,W57779,44.421697,0.004164,302,5,8,2675,6155,17.163837,0,0,0.293,169,0.679,0
TX7702,W92421,42.564591,0.005089,35,12,12,166,2465,18.861146,0,0,0.171,23,0.638,0
TX7703,W75584,21.668914,0.009675,382,8,9,3321,577,10.303056,0,0,0.421,120,0.173,0
TX7704,W29950,37.933936,0.00665,334,8,18,2730,8742,11.396506,0,0,0.125,154,0.546,0
TX7705,W25173,4.879861,0.009059,303,7,17,1692,4553,21.75667,0,0,0.838,44,0.255,1
TX7706,W68032,2.013198,0.00187,286,2,11,2623,9485,0.645221,0,0,0.78,133,0.933,0
TX7707,W38036,37.662067,0.004884,16,1,2,1297,5040,20.062505,1,0,0.307,6,0.467,0
TX7708,W81356,21.268338,0.009096,73,1,19,243,4376,11.194738,0,0,0.52,137,0.307,0
TX7709,W24292,49.777468,0.003294,527,8,14,2416,8996,11.604572,0,0,0.855,104,0.951,1
TX7710,W13052,4.863614,0.00968,27,17,3,2747,3220,8.149234,0,0,0.929,121,0.206,0
TX7711,W54377,42.781528,0.001061,341,5,6,627,7723,15.18073,0,0,0.091,130,0.493,0
TX7712,W99317,23.999673,0.009036,431,14,4,2306,9325,16.895077,0,0,0.722,149,0.171,0
TX7713,W77838,41.357683,0.004508,213,8,12,3939,4195,4.027234,0,0,0.135,30,0.094,0
TX7714,W77819,40.856547,0.00083,219,18,2,3407,9771,14.147265,0,1,0.02,41,0.052,0
TX7715,W25620,45.799684,0.008807,427,7,6,2255,852,11.628147,0,0,0.079,45,0.016,0
TX7716,W40461,14.893203,0.002594,77,14,5,1132,9320,19.549898,1,0,0.576,3,0.709,0
TX7717,W30750,47.490018,0.00032,278,14,5,3956,4723,13.636729,1,0,0.377,65,0.388,0
TX7718,W98719,7.584196,0.001444,237,6,8,2304,8766,10.745035,1,0,0.119,84,0.922,0
TX7719,W19472,4.099357,0.006625,45,3,5,1645,4722,13.227987,0,0,0.474,46,0.627,0
TX7720,W79263,21.581344,0.00978,293,14,8,2295,9414,12.269282,0,0,0.508,179,0.807,0
TX7721,W67602,41.41632,0.001203,559,14,1,3298,6908,23.380095,0,0,0.787,163,0.283,0
TX7722,W35523,23.671583,0.004673,274,3,9,178,3994,7.804075,0,0,0.664,130,0.213,0
TX7723,W40766,41.464505,0.001888,443,10,14,1167,1551,0.94335,0,0,0.466,182,0.444,0
TX7724,W76060,36.484611,0.007476,318,9,2,3218,8826,16.553299,0,0,0.324,45,0.827,0
TX7725,W19079,10.47221,0.001269,514,7,11,1101,9061,15.10004,1,0,0.002,73,0.479,1
TX7726,W18399,47.444132,0.002474,398,7,4,2086,7699,22.750133,1,0,0.832,138,0.55,0
TX7727,W70726,3.039998,0.002044,32,7,4,392,4984,2.945741,0,0,0.267,58,0.359,0
TX7728,W26532,44.914087,0.00557,274,12,17,592,6601,13.070914,1,0,0.213,62,0.592,0
TX7729,W92357,15.222868,0.008745,471,4,16,2708,6587,3.777769,0,0,0.735,98,0.506,0
TX7730,W53162,25.007904,0.00516,78,13,7,1468,9553,11.398167,0,0,0.072,26,0.462,0
TX7731,W13749,21.118171,0.000677,250,3,12,2842,6543,19.986248,0,0,0.263,190,0.549,0
TX7732,W21353,8.592556,0.005678,414,9,17,931,6330,21.436127,0,1,0.435,194,0.419,0
TX7733,W38477,17.907985,0.007995,502,13,5,121,3637,20.84817,0,0,0.442,30,0.787,0
TX7734,W34570,9.647529,0.001408,422,1,8,337,3996,13.689647,0,0,0.158,84,0.068,0
TX7735,W96373,10.19512,0.00082,215,6,5,3738,9671,15.852663,0,1,0.04,107,0.354,0
TX7736,W21437,9.353655,0.001959,227,8,11,1810,2014,13.793598,1,0,0.471,71,0.753,1
